"ID","Drone","Day","Mo","Year","City_original","State","Country","Location.new","Geocluster","Latitude","Longitude","Collector","Varroa","Other_obs","Weather","Beekeeper","PRCP","TMAX","TMIN"
"1546","",16,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, JHZM, MR",NA,"0.575KG, SIN ZANGANOS, ENJ PARCIAL, MUCHO NECTAR Y MIEL",NA,"TRAPLINE",0,80,48
"1543","",17,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, JHZM, MR",NA,"0.985KG, ENJ PARCIAL, MUCHA MIEL, POCO POLEN, UNAS CUANTOS CELDILLAS ZANGANOS, NO HAY ZANGANOS",NA,"TRAPLINE",0,81,45
"1547","",17,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, JHZM, MR",NA,"2.075KG, SIN ZANGANO, ENJ ENTERO",NA,"TRAPLINE",0,81,45
"1552","",30,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI",NA,"0.375KG, 15'S,","MEDIO NUBLADO","TRAPLINE",0,82,60
"1553","",30,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI",NA,"1.375KG, 15'S, PRES DE ZANGANOS, NO COMB OR BROOD YET","MEDIO NUBLADO","TRAPLINE",0,82,60
"1555","",31,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI",NA,"0.475KG, 15'S, NO SE ENCONTRO REINA","DESPEJADO","TRAPLINE",0,81,52
"1556","",31,1,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI",NA,"0.6252KG, 15'S","DESPEJADO","TRAPLINE",0,81,52
"1557","",31,1,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI",NA,"0.125KG, SITIO INTERMEDIO KM 34.5, 15'S","DESPEJADO","TRAPLINE",NA,NA,51
"1559","",31,1,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM,MDR,IGI",NA,"1.325KG, PRESENCIA DE DRONAS, QUINCENALES","DESPEJADO","TRAPLINE",0,NA,NA
"1558_A","",31,1,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI",NA,"1.425KG, PRESENCIA DE DRONES, SITIO INTERMEDIO A KM 34.5, 15'S","DESPEJADO","TRAPLINE",NA,NA,51
"1560","",13,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"1.075KG, ENJAMBRE PORFUERA, SIT INTERM KM 21.2, PRES DE ZANGANOS, NO COMB","DESPEJADO","TRAPLINE",0,90,57
"1561","",13,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.075KG, ENJAMBRE FUERTE","DESPEJADO","TRAPLINE",0,90,57
"1562","",13,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.225KG","DESPEJADO","TRAPLINE",0,90,57
"1564","",13,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.325KG, NO COMB","DESPEJADO","TRAPLINE",0,90,57
"1565","",14,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"0.675KG, SIT INTERM KM 41.6, PRES. DE ZANGANOS","DESPEJADO","TRAPLINE",0,93,57
"1566","",14,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.125KG, CELDILLA DE ZANGANO, MUCHO POLEN","DESPEJADO","TRAPLINE",0,93,57
"1567","",14,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"1.475KG, NO SE ENCONTRO LA REINA, PRES. DE ZANGANO","DESPEJADO","TRAPLINE",0,93,57
"1570","",14,2,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.275KG, CELL SIZE 5.23, BUT COMB TOO SMALL FOR ACCURATE MEASUREMENT OF CELL SIZE (KRW)","MEDIO NUBLADO","TRAPLINE",0,NA,54
"1574","",14,2,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.175KG","MEDIO NUBLADO","TRAPLINE",0,NA,54
"1575","",14,2,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"0.925KG, MUCHO POLEN","MEDIO NUBLADO","TRAPLINE",0,NA,54
"1569_A","",14,2,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"1.175KG, PRES DE ZANGANOS, MUCHO POLEN","MEDIO NUBLADO","TRAPLINE",0,NA,54
"1572_A","",14,2,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"1.925KG, PRES. DE ZANG., MUCHO POLEN","MEDIO NUBLADO","TRAPLINE",0,NA,54
"1578","",27,2,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:2.050 KG.-.375=1.675KG, KM 168.1, MUESTRA 15'S","NUBLADO, FRIO","TRAPLINE",0,63,46
"1579","",27,2,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.600 KG.-.375=0.225KG,PRES DE ZANG, MUESTRA 15'S, KM 168.1","NUBLADO, FRIO","TRAPLINE",0,63,46
"1580","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.350 KG.-.375=0.975KG, 15'S, KM 9.5","NUBLADO","TRAPLINE",0,63,46
"1581","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.750 KG.-.375=0.375KG, 15'S, KM 5.6","NUBLADO","TRAPLINE",0,63,46
"1585","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.600 KG.-.375=0.225KG, 15'S, KM 28.9","NUBLADO","TRAPLINE",0,63,46
"1586","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.600 KG.-.375=0.225KG, 15'S, KM 32.9, PRES DE ZANG","NUBLADO","TRAPLINE",0,63,46
"1588","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.750 KG.-.375=0.375KG, 15'S, KM 35, PRES DE ZANG","NUBLADO","TRAPLINE",0,63,46
"1589","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.150 KG.-.375=0.775KG, 15'S, KM 38, ENJAMBRE PORFUERA, NO COMB","NUBLADO","TRAPLINE",0,63,46
"1591","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.600 KG.-.375=0.225KG, 15'S, KM 40.3, PRES DE ZANG","NUBLADO","TRAPLINE",0,63,46
"1592","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.200 KG.-.375=0.825KG, 15'S, KM 40.3, PRES DE ZANGANOS","NUBLADO","TRAPLINE",0,63,46
"1584_A","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.650 KG.-.375=0.275KG, 15'S, KM 26.7","NUBLADO","TRAPLINE",0,63,46
"1587_A","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.450 KG.-.375=0.075KG, 15'S, KM 32.9","NUBLADO","TRAPLINE",0,63,46
"1587_B","",27,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.450 KG.-.375=0.075KG, 15'S, KM 32.9","NUBLADO","TRAPLINE",0,63,46
"1594","",28,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.250 KG.-.375=0.875KG, 15'S, KM 62.7, TRAMPA CAIDA, PANALES DESTROZADOS, PRES DE ZANG","MEDIO NUBLADO","TRAPLINE",0,88,45
"1596","",28,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.600 KG.-.375=0.225KG, 15'S, KM 77.3, PRES DE ZANG","MEDIO NUBLADO","TRAPLINE",0,88,45
"1597","",28,2,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:550 KG.-.375=0.175KG, 15'S, SITIO INTERM KM 116.4, PRES DE ZANG","MEDIO NUBLADO","TRAPLINE",0,88,45
"1599","",28,2,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.550 KG.-.375=1.175KG, 15'S, KM 24.5","SOLEADO","TRAPLINE",0.01,NA,50
"1634","",8,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"MUESTREADO POR ZAVALA 8 MAR 91, KM 32.5",NA,"TRAPLINE",0,86,64
"1600","",11,3,1991,"ACMBRES-VICT","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"PESO:1.250 KG.-.375=0.88KG, MUES. DE ENJ. PARTIAL, CELDILLA DE ZANG, BASTANTE MIEL Y POLEN, KM 156.5",NA,"TRAPLINE",0,93,56
"1603","",12,3,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"PESO:1000 G.-.35=0.65KG, MUEST DE ENJ PARCIAL, REINA ""VIRGEN"", MIEL BASTANTE, POCOS ZANGANOS, KM 37.4",NA,"TRAPLINE",0,80,62
"1604","",12,3,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"PESO:1.50 KG.-.370=0.7KG, SIN REINA; NO SE ENCONTRO, KM 24.5",NA,"TRAPLINE",0,80,62
"1605","",12,3,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"MUEST. DE ENJ. PARCIAL, NO HAY ZANGANOS, NO OTHER SAMPLES INDICATED OM DATA SHEET...",NA,"TRAPLINE",0,80,62
"1607","",12,3,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"PESO:1.24-.370 KG.=0.87KG, BASTANTE POLEN, NO HAY ZANG, SIT INTERM KM 16.3",NA,"TRAPLINE",0,80,62
"1609","",12,3,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"PESO:.550-.370 KG.=0.18KG, NO SE TOMO(ENJ) POR HABER POCAS ABEJAS, SIT INTERM KM 7.3",NA,"TRAPLINE",0,80,62
"1610","",12,3,1991,"SLM-ALDAMA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL",NA,"PESO:800-370 GMS=0.430KG, NO HAY ZANG, MUES DE ENJ PARCIAL, MUCHO NECTAR, KM 147",NA,"TRAPLINE",0,NA,63
"1611","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"PESO:2.250-.370 KG.=1.88KG, NO HAY ZANG, MUCHO POLEN Y NECTAR, KM 116.4",NA,"TRAPLINE",0,99,57
"1615","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"PESO:1.250-.370 KG.=0.88KG, POCO MIEL Y POLEN, SIN ZANG, MUES DE ENJ ENTERO, SIT INTERM KM 67.6","DESPEJADO","TRAPLINE",0,99,57
"1617","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,".975-.370=0.605KG, MUEST DE ENJ PARCIAL, MUCHO POLEN Y NECTAR, PRES DE ZANG, SIT INTERM KM 61.5",NA,"TRAPLINE",0,99,57
"1618","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,".75-.370 KG.=0.38KG, PRES DE ZANG, SIT INTERM KM 61.5",NA,"TRAPLINE",0,99,57
"1622","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:.950 KG.-.370=.950 KG.-.370=0.58KG, MUEST DE ENJ PARCIAL, PRES DE ZANG, BASTANTE POLEN, ALGO MIEL, KM 43.8",NA,"TRAPLINE",0,99,57
"1623","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.2-.370 KG.=0.83KG, MUEST DE ENJ PARCIAL, SIN ZANGANOS, 30x30CM CRIA DE ZANG, CELDILLA DE ZANGANO, SIT INTERM KM 41.6",NA,"TRAPLINE",0,99,57
"1624","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.30 KG.-.370=0.93KG, MUEST DE ENJ PARCIAL, ALGUNOS ZANGANOS (POCOS), KM 38","DESPEJADO","TRAPLINE",0,99,57
"1625","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"peso:1.150-.370 kg.=0.78KG, MUEST DE ENJ PARCIAL, NO HAY ZANG, KM 35","DESPEJADO","TRAPLINE",0,99,57
"1626","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"peso:.498-.370=.498-.370=0.128KG, INSUFICIENTE POR MUESTRA DE ENJ, ALGO POLEN, MUCHAS CELDA CON DOS HUEVECILLOS (REINA JOVEN), HAY UN ENJ EN ESTE SITIO QUE SE MUESTREO 8 MAR 91 POR ZAVALA, KM 32.5","DESPEJADO","TRAPLINE",0,99,57
"1629","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"1.300-.370 KG.=0.93KG, MUESTRA ENJ ENTERO.KM 26.7","DESPEJADO","TRAPLINE",0,99,57
"1630","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO 650 G.-.370=0.28KG, NO SE MUESTREO ENJ, NO SE ENCOTROLA REINA, TODOS PANALESSE CAIERON, UN ZANG, SIT INTERM KM 21.2","DESPEJADO","TRAPLINE",0,99,57
"1631","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.900 KG.-.375=1.53KG, PRES DE ZANG, MUCHO NECTAR, MUEST DE ENJ ENTERO, KM 16.5","DESPEJADO","TRAPLINE",0,99,57
"1632","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.100 KG.-.375=0.73KG, BASTANTES ZANG, MUEST DE ENJ ENTERO, KM 5.6","DESPEJADO","TRAPLINE",0,99,57
"1608_A","",12,3,1991,"PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL",NA,"PESO:1.750-.370=1.38KG, MUEST DE ENJ PARCIAL, PRES DE ZANG, NO SE ENCONTRO LA REINA, KM 8.8",NA,"TRAPLINE",0,80,62
"1613_A","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"MUEST DE ENJ ENTERO, MUCHO POLEN Y MIEL, PRES DE ZANG, PUPAS NUEVAS, KM 80.3",NA,"TRAPLINE",0,99,57
"1614_B","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL",NA,"PESO:1.175 KG.-.370=0.805KG, MUCHO POLEN Y NIEL, SIN ZANG, KM 80.3",NA,"TRAPLINE",0,99,57
"1616_A","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.10 KG.-.370=0.73KG, PRES DE ZANG, KM 66","DESPEJADO, FRESCO","TRAPLINE",0,99,57
"1616_B","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.10 KG.-.370=0.73KG, PRES DE ZANG, KM 66","DESPEJADO, FRESCO","TRAPLINE",0,99,57
"1627_A","",12,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"1.25 KG.-.370=0.88 KG, PROBABLEMENTE RESIDUAL, MUCHOS ZANG, THICKENED CELL EDGES, NO HAY REINA, NO HAY POSTURA, ""ESTE TRAMPA FUEIA(?) ABEJAS POR FUERA POR UN LADO Y PANAL DE ABEJAS RESID POR EL OTRO,","DESPEJADO","TRAPLINE",0,99,57
"1620","",13,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, MDR",NA,"PESO:1.450-.370 KG.=1.08KG, POSTURA HASTA LOS EXTREMOS DEL PANAL, SIN ZANG, MUEST DE ENJ PARCIAL, SIT INTERM KM 51.8",NA,"TRAPLINE",0.13,99,61
"1636","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM, MDR, AZOCA",NA,"KM 1.5, 15'S,PESO:0.700KG-.370=.325, PRES DE ZANG, NO HAY REINA, ENJ NUEVO","DESPEJADO","TRAPLINE",0,102,68
"1637","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 1.5, 15'S,PESO:1.300KG-.370=.925, PRES DE ZANG, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,102,68
"1639","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 5.6, 15'S, PESO:1.050KG-.375=.675, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1640","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 11.9, 15'S,PESO: 1.800KG-.375=1.425, NO ZANG","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1641","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 24.5, 15'S, PESO:1.750KG-.375=1.375, PRES DE ZANG, NO SE HALLO LA REINA, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1643","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 40.3, 15'S, PESO:.700KG-.375=.325, PRES DE ZANG, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1644","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 43.8, 15'S, PESO:0.800KG-.375=.425, NO HAY ZANG, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1645","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"KM 43.8, 15'S, PESO:0.750KG-.375=.375","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1635_A","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM, MDR, AZOCA",NA,"KM 1.5, 15'S,PESO:2.600KG-.370=2.225, PRES DE ZANG, MUCHA MIEL Y POLEN","DESPEJADO","TRAPLINE",0,102,68
"1635_B","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM, MDR, AZOCA",NA,"KM 1.5, 15'S,PESO:2.600KG-.370=2.225, PRES DE ZANG, MUCHA MIEL Y POLEN","DESPEJADO","TRAPLINE",0,102,68
"1638_A","",26,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,AZOCA",NA,"SITIO INTERM KM 5, 15'S, PESO:0.600KG-.370=.225, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,102,68
"1576","",27,3,1991,"JAUM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"JHZM",NA,"PESO:1.750 KG.-.375=1.375KG, MUESTRA QUINCENALE (15'S), SITIO INTERMEDIO, KM 145.6","NUBLADO","TRAPLINE",0,95,55
"1649","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"SITIO INTERM KM 109, 15'S, PESO:2.250KG-.375=1.875, PRES DE ZANG, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,104,66
"1650","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"SITIO INTERM KM 112.4, 15'S,PESO:1.200KG-.825, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,104,66
"1659","",27,3,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI,AZOCA",NA,"KM 30.2, 15'S, PESO:0.750KG-.375=.375","DESPEJADO CON VIENTO","TRAPLINE",0,NA,68
"1660","",27,3,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI,AZOCA",NA,"KM 34.8, 15'S, PESO:0.750KG-.375=.375, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,NA,68
"1662","",27,3,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI,AZOCA",NA,"SITIO INTERM KM 35.7, 15'S, PESO:0.900KG-.375=.525, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,NA,68
"1665","",27,3,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI,AZOCA",NA,"KM 40.8, 15'S, PESO:0.950KG-.375=.575, PRES DE ZANG, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,NA,68
"1666","",27,3,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI,AZOCA",NA,"PESO:2.050KG-.375=1.675, KM 49, 15'S, MIEL Y POLEN, (QUEEN?)","MEDIO NUBLADO CON VIENTO","TRAPLINE",0,NA,68
"1647_A","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"KM 83.7, 15'S,PESO:0.500KG-.375=.125, NO HAY ZANG, MIEL Y POLEN, DOS COPACELDAS ABIERTAS CON PANALES DE RESIDUAL","DESPEJADO","TRAPLINE",0,104,66
"1647_B","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"KM 83.7, 15'S,PESO:0.500KG-.375=.125, NO HAY ZANG, MIEL Y POLEN, DOS COPACELDAS ABIERTAS CON PANALES DE RESIDUAL","DESPEJADO","TRAPLINE",0,104,66
"1647_C","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"KM 83.7, 15'S,PESO:0.500KG-.375=.125, NO HAY ZANG, MIEL Y POLEN, DOS COPACELDAS ABIERTAS CON PANALES DE RESIDUAL","DESPEJADO","TRAPLINE",0,104,66
"1648_A","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"KM 99.1, 15'S, PESO:1.250KG-.375=.875, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,104,66
"1648_B","",27,3,1991,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM,MDR,IGI,AZOCA",NA,"KM 99.1, 15'S, PESO:1.250KG-.375=.875, MIEL Y POLEN","DESPEJADO","TRAPLINE",0,104,66
"1655_A","",27,3,1991,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM,MDR,IGI,AZOCA",NA,"KM 11.6(DE ZAVALA) O 12.1, 15'S, PESO:1.550KG-.375=1.175, PRES DE ZANG, MIEL Y POLEN","DESPEJADO CON VIENTO","TRAPLINE",0,NA,68
